,location,latitude,longitude,elevation,condition,temperature,humidity,pressure,time
14924,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,76.13,0.52,1017.04,1538985600
14925,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,74.52,0.55,1017.11,1538989200
14926,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,73.37,0.6,1017.36,1538992800
14927,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,71.55,0.64,1017.73,1538996400
14928,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,71.69,0.65,1017.85,1539000000
14929,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,71.66,0.68,1017.92,1539003600
14930,Shanghai China,31.230416,121.473701,16.13778877,Clear,70.33,0.71,1017.85,1539007200
14931,Shanghai China,31.230416,121.473701,16.13778877,Clear,70.34,0.71,1017.74,1539010800
14932,Shanghai China,31.230416,121.473701,16.13778877,Overcast,66.44,0.61,1021.15,1539532800
14933,Shanghai China,31.230416,121.473701,16.13778877,Overcast,65.31,0.65,1020.82,1539536400
14934,Shanghai China,31.230416,121.473701,16.13778877,Overcast,62.32,0.71,1020.53,1539540000
14935,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,63.61,0.69,1020.33,1539543600
14936,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,64.06,0.71,1020.17,1539547200
14937,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,64.7,0.66,1020.13,1539550800
14938,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,64.63,0.63,1020.25,1539554400
14939,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,65.72,0.63,1020.46,1539558000
14940,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,68.49,0.57,1020.58,1539561600
14941,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,70.1,0.54,1020.42,1539565200
14942,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,71.9,0.52,1020.17,1539568800
14943,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,71.58,0.49,1019.85,1539572400
14944,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,72.83,0.49,1019.45,1539576000
14945,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,71.67,0.5,1019.02,1539579600
14946,Shanghai China,31.230416,121.473701,16.13778877,Overcast,70.8,0.51,1018.48,1539583200
14947,Shanghai China,31.230416,121.473701,16.13778877,Overcast,71.07,0.47,1018.13,1539586800
14948,Shanghai China,31.230416,121.473701,16.13778877,Overcast,69.99,0.5,1017.85,1539590400
14949,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,69.64,0.54,1017.67,1539594000
14950,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,68.49,0.59,1017.9,1539597600
14951,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,66.08,0.68,1018.24,1539601200
14952,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,64.88,0.73,1018.58,1539604800
14953,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,64.8,0.7,1018.62,1539608400
14954,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,62.96,0.86,1018.62,1539612000
14955,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,61.72,0.9,1018.5,1539615600
14956,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,62.94,0.85,1019.52,1540137600
14957,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,63.86,0.85,1019.06,1540141200
14958,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,62.95,0.91,1018.77,1540144800
14959,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,63.03,0.91,1018.35,1540148400
14960,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,62.96,0.91,1018.35,1540152000
14961,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,62.79,0.92,1018.17,1540155600
14962,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,62.73,0.93,1018.46,1540159200
14963,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,62.71,0.91,1018.55,1540162800
14964,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,62.5,0.93,1019.24,1540166400
14965,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,63.04,0.89,1019.13,1540170000
14966,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,62.96,0.91,1019.09,1540173600
14967,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,63.25,0.94,1018.86,1540177200
14968,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,64.95,0.9,1018.17,1540180800
14969,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,65.16,0.91,1017.55,1540184400
14970,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,64.96,0.93,1017.27,1540188000
14971,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,64.8,0.96,1017.3,1540191600
14972,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,64.7,0.96,1017.52,1540195200
14973,Shanghai China,31.230416,121.473701,16.13778877,Overcast,64.58,0.92,1017.64,1540198800
14974,Shanghai China,31.230416,121.473701,16.13778877,Overcast,64.89,0.91,1018.04,1540202400
14975,Shanghai China,31.230416,121.473701,16.13778877,Overcast,65.02,0.91,1018.38,1540206000
14976,Shanghai China,31.230416,121.473701,16.13778877,Overcast,64.94,0.91,1018.77,1540209600
14977,Shanghai China,31.230416,121.473701,16.13778877,Overcast,64.82,0.92,1019,1540213200
14978,Shanghai China,31.230416,121.473701,16.13778877,Overcast,64.68,0.92,1019.23,1540216800
14979,Shanghai China,31.230416,121.473701,16.13778877,Overcast,64.73,0.92,1019.2,1540220400
14980,Shanghai China,31.230416,121.473701,16.13778877,Clear,56.69,0.59,1015.67,1540742400
14981,Shanghai China,31.230416,121.473701,16.13778877,Clear,56.52,0.62,1015.61,1540746000
14982,Shanghai China,31.230416,121.473701,16.13778877,Clear,58.83,0.52,1015.5,1540749600
14983,Shanghai China,31.230416,121.473701,16.13778877,Clear,55.17,0.63,1015.48,1540753200
14984,Shanghai China,31.230416,121.473701,16.13778877,Clear,53.97,0.66,1015.48,1540756800
14985,Shanghai China,31.230416,121.473701,16.13778877,Clear,54.76,0.66,1015.61,1540760400
14986,Shanghai China,31.230416,121.473701,16.13778877,Clear,53.44,0.69,1015.95,1540764000
14987,Shanghai China,31.230416,121.473701,16.13778877,Clear,57.5,0.65,1016.42,1540767600
14988,Shanghai China,31.230416,121.473701,16.13778877,Clear,62.03,0.55,1017.15,1540771200
14989,Shanghai China,31.230416,121.473701,16.13778877,Clear,67.3,0.46,1017.18,1540774800
14990,Shanghai China,31.230416,121.473701,16.13778877,Clear,71.54,0.4,1016.97,1540778400
14991,Shanghai China,31.230416,121.473701,16.13778877,Clear,75.24,0.29,1016.69,1540782000
14992,Shanghai China,31.230416,121.473701,16.13778877,Clear,77.2,0.26,1016.3,1540785600
14993,Shanghai China,31.230416,121.473701,16.13778877,Clear,77.4,0.25,1015.83,1540789200
14994,Shanghai China,31.230416,121.473701,16.13778877,Clear,79.43,0.2,1015.49,1540792800
14995,Shanghai China,31.230416,121.473701,16.13778877,Clear,77.73,0.21,1015.52,1540796400
14996,Shanghai China,31.230416,121.473701,16.13778877,Clear,76.84,0.2,1015.79,1540800000
14997,Shanghai China,31.230416,121.473701,16.13778877,Clear,74.02,0.27,1016.16,1540803600
14998,Shanghai China,31.230416,121.473701,16.13778877,Clear,69.9,0.34,1016.71,1540807200
14999,Shanghai China,31.230416,121.473701,16.13778877,Clear,70.38,0.43,1017.39,1540810800
15000,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,66.27,0.63,1018.68,1540814400
15001,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,65.05,0.71,1019.33,1540818000
15002,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,63.93,0.76,1019.84,1540821600
15003,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,65.2,0.75,1020.21,1540825200
15004,Shanghai China,31.230416,121.473701,16.13778877,Overcast,67.02,0.8,1021.78,1541347200
15005,Shanghai China,31.230416,121.473701,16.13778877,Overcast,67.35,0.81,1021.52,1541350800
15006,Shanghai China,31.230416,121.473701,16.13778877,Overcast,64.3,0.89,1021.22,1541354400
15007,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,63.26,0.91,1021.09,1541358000
15008,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,63.43,0.92,1021.01,1541361600
15009,Shanghai China,31.230416,121.473701,16.13778877,Clear,64.68,0.88,1021.06,1541365200
15010,Shanghai China,31.230416,121.473701,16.13778877,Clear,65.78,0.85,1021.34,1541368800
15011,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,66.28,0.83,1021.73,1541372400
15012,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,66.06,0.83,1022.34,1541376000
15013,Shanghai China,31.230416,121.473701,16.13778877,Overcast,66.47,0.82,1022.46,1541379600
15014,Shanghai China,31.230416,121.473701,16.13778877,Overcast,68.26,0.75,1022.41,1541383200
15015,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,69.53,0.74,1022.24,1541386800
15016,Shanghai China,31.230416,121.473701,16.13778877,Overcast,70.4,0.72,1021.81,1541390400
15017,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,71.84,0.65,1021.29,1541394000
15018,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,71.78,0.69,1020.88,1541397600
15019,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,71.15,0.7,1020.8,1541401200
15020,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,69.34,0.74,1020.95,1541404800
15021,Shanghai China,31.230416,121.473701,16.13778877,Overcast,68.19,0.78,1021.17,1541408400
15022,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,67.55,0.83,1021.51,1541412000
15023,Shanghai China,31.230416,121.473701,16.13778877,Overcast,67.39,0.84,1021.98,1541415600
15024,Shanghai China,31.230416,121.473701,16.13778877,Overcast,67.42,0.84,1022.21,1541419200
15025,Shanghai China,31.230416,121.473701,16.13778877,Overcast,66.08,0.88,1022.46,1541422800
15026,Shanghai China,31.230416,121.473701,16.13778877,Overcast,64.58,0.92,1022.64,1541426400
15027,Shanghai China,31.230416,121.473701,16.13778877,Overcast,63.79,0.91,1022.76,1541430000
15028,Shanghai China,31.230416,121.473701,16.13778877,Overcast,59.37,0.91,1020.09,1541952000
15029,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,59.23,0.94,1019.79,1541955600
15030,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,58.77,0.98,1019.52,1541959200
15031,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,57.89,0.98,1019.43,1541962800
15032,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,56.26,1,1019.43,1541966400
15033,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,57.8,0.98,1019.51,1541970000
15034,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,58.13,0.95,1019.86,1541973600
15035,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,59.36,0.91,1020.26,1541977200
15036,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,59.62,0.9,1020.66,1541980800
15037,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,59.96,0.88,1020.87,1541984400
15038,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,61.63,0.82,1021,1541988000
15039,Shanghai China,31.230416,121.473701,16.13778877,Overcast,61.36,0.8,1020.93,1541991600
15040,Shanghai China,31.230416,121.473701,16.13778877,Overcast,59.47,0.77,1020.59,1541995200
15041,Shanghai China,31.230416,121.473701,16.13778877,Overcast,61.07,0.68,1020.1,1541998800
15042,Shanghai China,31.230416,121.473701,16.13778877,Overcast,61.28,0.67,1019.62,1542002400
15043,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,62.5,0.61,1019.54,1542006000
15044,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,62.07,0.64,1019.65,1542009600
15045,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,61.58,0.65,1019.81,1542013200
15046,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,61.13,0.65,1019.97,1542016800
15047,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,61.2,0.64,1020.18,1542020400
15048,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,59.39,0.68,1020.67,1542024000
15049,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,59.35,0.64,1020.84,1542027600
15050,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,59.44,0.65,1020.96,1542031200
15051,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,58.3,0.67,1021.04,1542034800
15052,Shanghai China,31.230416,121.473701,16.13778877,Overcast,51.58,0.98,1022.99,1542556800
15053,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,49.68,1,1022.95,1542560400
15054,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,49.91,1,1023.03,1542564000
15055,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,49.58,1,1023.13,1542567600
15056,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,48.69,1,1023.31,1542571200
15057,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,49.64,1,1023.58,1542574800
15058,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,51.04,0.78,1024,1542578400
15059,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,51.14,0.79,1024.5,1542582000
15060,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,51.16,0.82,1025.49,1542585600
15061,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,52.3,0.8,1025.73,1542589200
15062,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,53.7,0.73,1025.73,1542592800
15063,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,55.18,0.7,1025.58,1542596400
15064,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,58.55,0.65,1025.05,1542600000
15065,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,61.64,0.56,1024.34,1542603600
15066,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,60.12,0.59,1023.88,1542607200
15067,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,58.45,0.62,1023.88,1542610800
15068,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,58.05,0.63,1024.11,1542614400
15069,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,55.56,0.67,1024.38,1542618000
15070,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,56.39,0.65,1024.66,1542621600
15071,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,56.4,0.65,1024.99,1542625200
15072,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,54.96,0.72,1025.86,1542628800
15073,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,53.21,0.77,1025.92,1542632400
15074,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,51.66,0.82,1025.82,1542636000
15075,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,52.06,0.77,1025.67,1542639600
15076,Shanghai China,31.230416,121.473701,16.13778877,Clear,58.14,0.83,1022.6,1543161600
15077,Shanghai China,31.230416,121.473701,16.13778877,Clear,57,0.85,1022.47,1543165200
15078,Shanghai China,31.230416,121.473701,16.13778877,Clear,57.46,0.9,1022.17,1543168800
15079,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,56.69,0.91,1022.04,1543172400
15080,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,56.08,0.96,1021.95,1543176000
15081,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,56.21,0.97,1022,1543179600
15082,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,57.21,0.91,1022.35,1543183200
15083,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,57.1,0.91,1022.83,1543186800
15084,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,55.74,0.99,1023.01,1543190400
15085,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,62.03,0.89,1023.19,1543194000
15086,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,66.72,0.74,1023.24,1543197600
15087,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,68.45,0.68,1023.15,1543201200
15088,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,67.86,0.68,1022.7,1543204800
15089,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,66.87,0.71,1022.09,1543208400
15090,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,68.66,0.6,1021.62,1543212000
15091,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,68.05,0.65,1021.61,1543215600
15092,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,66.34,0.69,1021.82,1543219200
15093,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,64.74,0.75,1022.13,1543222800
15094,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,64.39,0.8,1022.61,1543226400
15095,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,63.3,0.83,1023.15,1543230000
15096,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,62.4,0.83,1023.6,1543233600
15097,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,62.47,0.85,1023.97,1543237200
15098,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,60.85,0.88,1024.24,1543240800
15099,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,59.33,0.93,1024.33,1543244400
15100,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,63.67,0.95,1017.02,1543766400
15101,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,62.45,0.97,1016.96,1543770000
15102,Shanghai China,31.230416,121.473701,16.13778877,Foggy,62.5,0.97,1016.95,1543773600
15103,Shanghai China,31.230416,121.473701,16.13778877,Foggy,63.93,0.96,1016.92,1543777200
15104,Shanghai China,31.230416,121.473701,16.13778877,Foggy,63.35,0.96,1016.92,1543780800
15105,Shanghai China,31.230416,121.473701,16.13778877,Foggy,62.84,0.98,1016.99,1543784400
15106,Shanghai China,31.230416,121.473701,16.13778877,Overcast,62.72,0.98,1017.24,1543788000
15107,Shanghai China,31.230416,121.473701,16.13778877,Foggy,62.62,0.93,1017.6,1543791600
15108,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,62.54,0.95,1017.53,1543795200
15109,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,62.88,0.95,1017.6,1543798800
15110,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,64.7,0.92,1017.6,1543802400
15111,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,66.63,0.88,1017.43,1543806000
15112,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,69.22,0.8,1016.96,1543809600
15113,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,69.41,0.8,1016.32,1543813200
15114,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,67.14,0.84,1015.87,1543816800
15115,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,66.47,0.92,1015.77,1543820400
15116,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,65.72,0.92,1015.86,1543824000
15117,Shanghai China,31.230416,121.473701,16.13778877,Foggy,64.51,0.96,1016,1543827600
15118,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,64.71,0.91,1016.24,1543831200
15119,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,64.67,0.91,1016.52,1543834800
15120,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,64.45,0.92,1016.59,1543838400
15121,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,64.45,0.92,1016.43,1543842000
15122,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,64.58,0.92,1016.12,1543845600
15123,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,64.71,0.92,1015.85,1543849200
15124,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,46.28,0.92,1030.12,1544371200
15125,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,46.25,0.96,1029.52,1544374800
15126,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,46.11,0.97,1029.15,1544378400
15127,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,47.41,0.92,1028.93,1544382000
15128,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,47.29,0.97,1028.83,1544385600
15129,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,46.63,1,1028.83,1544389200
15130,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,47.71,0.93,1028.99,1544392800
15131,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,48.93,0.89,1029.19,1544396400
15132,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,48.99,0.86,1030,1544400000
15133,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,48.82,0.88,1030.11,1544403600
15134,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,48.45,0.88,1030.11,1544407200
15135,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,48.33,0.84,1029.84,1544410800
15136,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,48.34,0.84,1029.18,1544414400
15137,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,49,0.8,1028.29,1544418000
15138,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,50.37,0.84,1027.37,1544421600
15139,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,50.31,0.81,1026.81,1544425200
15140,Shanghai China,31.230416,121.473701,16.13778877,Possible Drizzle,50.25,0.82,1026.37,1544428800
15141,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,49.13,0.84,1026.13,1544432400
15142,Shanghai China,31.230416,121.473701,16.13778877,Possible Light Rain,49.34,0.81,1026.23,1544436000
15143,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,48.78,0.86,1026.56,1544439600
15144,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,48.79,0.92,1026.95,1544443200
15145,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,48.42,0.95,1027,1544446800
15146,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,48.86,0.94,1026.92,1544450400
15147,Shanghai China,31.230416,121.473701,16.13778877,Light Rain,49.12,0.97,1026.68,1544454000
15148,Shanghai China,31.230416,121.473701,16.13778877,Clear,43.84,0.62,1024.97,1544976000
15149,Shanghai China,31.230416,121.473701,16.13778877,Clear,42.23,0.66,1024.88,1544979600
15150,Shanghai China,31.230416,121.473701,16.13778877,Clear,42.3,0.65,1024.83,1544983200
15151,Shanghai China,31.230416,121.473701,16.13778877,Clear,42.32,0.65,1024.79,1544986800
15152,Shanghai China,31.230416,121.473701,16.13778877,Clear,42.59,0.65,1024.82,1544990400
15153,Shanghai China,31.230416,121.473701,16.13778877,Clear,40.89,0.66,1024.92,1544994000
15154,Shanghai China,31.230416,121.473701,16.13778877,Clear,38.24,0.77,1025.2,1544997600
15155,Shanghai China,31.230416,121.473701,16.13778877,Clear,38.44,0.78,1025.63,1545001200
15156,Shanghai China,31.230416,121.473701,16.13778877,Clear,42.76,0.73,1026.16,1545004800
15157,Shanghai China,31.230416,121.473701,16.13778877,Clear,46.59,0.64,1026.21,1545008400
15158,Shanghai China,31.230416,121.473701,16.13778877,Clear,48.54,0.56,1026.16,1545012000
15159,Shanghai China,31.230416,121.473701,16.13778877,Clear,52.06,0.47,1025.96,1545015600
15160,Shanghai China,31.230416,121.473701,16.13778877,Clear,54.06,0.46,1025.52,1545019200
15161,Shanghai China,31.230416,121.473701,16.13778877,Clear,55.61,0.41,1024.9,1545022800
15162,Shanghai China,31.230416,121.473701,16.13778877,Clear,55.42,0.42,1024.29,1545026400
15163,Shanghai China,31.230416,121.473701,16.13778877,Clear,55.48,0.39,1024.2,1545030000
15164,Shanghai China,31.230416,121.473701,16.13778877,Clear,53.77,0.4,1024.34,1545033600
15165,Shanghai China,31.230416,121.473701,16.13778877,Clear,52.21,0.46,1024.58,1545037200
15166,Shanghai China,31.230416,121.473701,16.13778877,Clear,49.26,0.5,1024.91,1545040800
15167,Shanghai China,31.230416,121.473701,16.13778877,Clear,48.78,0.51,1025.33,1545044400
15168,Shanghai China,31.230416,121.473701,16.13778877,Clear,45.92,0.58,1025.63,1545048000
15169,Shanghai China,31.230416,121.473701,16.13778877,Clear,46.01,0.58,1025.81,1545051600
15170,Shanghai China,31.230416,121.473701,16.13778877,Clear,44.42,0.63,1025.87,1545055200
15171,Shanghai China,31.230416,121.473701,16.13778877,Clear,42.15,0.73,1025.86,1545058800
15172,Shanghai China,31.230416,121.473701,16.13778877,Clear,47.02,0.78,1029.76,1545580800
15173,Shanghai China,31.230416,121.473701,16.13778877,Clear,45.77,0.81,1029.23,1545584400
15174,Shanghai China,31.230416,121.473701,16.13778877,Clear,45.7,0.83,1029.11,1545588000
15175,Shanghai China,31.230416,121.473701,16.13778877,Clear,43.88,0.83,1029,1545591600
15176,Shanghai China,31.230416,121.473701,16.13778877,Clear,42.17,0.87,1028.95,1545595200
15177,Shanghai China,31.230416,121.473701,16.13778877,Clear,42.27,0.86,1028.99,1545598800
15178,Shanghai China,31.230416,121.473701,16.13778877,Clear,41.67,0.84,1029,1545602400
15179,Shanghai China,31.230416,121.473701,16.13778877,Clear,43.4,0.8,1029.05,1545606000
15180,Shanghai China,31.230416,121.473701,16.13778877,Clear,46.89,0.8,1029.36,1545609600
15181,Shanghai China,31.230416,121.473701,16.13778877,Clear,51,0.61,1029.15,1545613200
15182,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,51.99,0.56,1028.78,1545616800
15183,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,52.27,0.52,1028.25,1545620400
15184,Shanghai China,31.230416,121.473701,16.13778877,Clear,53.53,0.51,1027.48,1545624000
15185,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,54.47,0.44,1026.61,1545627600
15186,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,54.67,0.44,1025.87,1545631200
15187,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,52.89,0.48,1025.58,1545634800
15188,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,52.86,0.48,1025.48,1545638400
15189,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,51.05,0.54,1025.43,1545642000
15190,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,50.04,0.58,1025.43,1545645600
15191,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,50.23,0.56,1025.49,1545649200
15192,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,50.18,0.57,1025.4,1545652800
15193,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,50.27,0.59,1025.16,1545656400
15194,Shanghai China,31.230416,121.473701,16.13778877,Mostly Cloudy,50.17,0.59,1024.84,1545660000
15195,Shanghai China,31.230416,121.473701,16.13778877,Partly Cloudy,49.94,0.63,1024.5,1545663600
